feedback_id,user_id,booking_id,rating,comment,created_at
FDB-0940,LSV-0353,BKG-000910,1,Could not use the space effectively.,2026-01-23 17:41:00
FDB-0941,LSV-0073,BKG-001110,5,Excellent space.,2026-01-26 02:01:00
FDB-0942,LSV-0106,BKG-000727,4,Minor issues but fine.,2026-01-23 08:10:00
FDB-0943,LSV-0279,BKG-000423,3,Could be better maintained.,2026-01-21 06:36:00
FDB-0944,LSV-0292,BKG-001872,5,Excellent space.,2026-01-29 19:58:00
FDB-0945,LSV-0170,BKG-004087,2,Too noisy nearby.,2026-02-14 09:36:00
FDB-0946,LSV-0428,BKG-000097,2,Equipment issues.,2026-01-19 10:31:00
FDB-0947,LSV-0151,BKG-002586,4,Minor issues but fine.,2026-02-03 23:44:00
FDB-0948,LSV-0370,BKG-000026,5,Great setup and amenities.,2026-01-19 20:11:00
FDB-0949,LSV-0304,BKG-004376,4,Good overall.,2026-02-15 21:24:00
FDB-0950,LSV-0243,BKG-003274,5,Very clean and quiet.,2026-02-09 16:18:00
FDB-0951,LSV-0120,BKG-007410,1,Needs urgent maintenance.,2026-02-10 04:19:00
FDB-0952,LSV-0263,BKG-003359,5,Excellent space.,2026-02-09 00:04:00
FDB-0953,LSV-0182,BKG-000942,2,Too noisy nearby.,2026-01-23 12:52:00
FDB-0954,LSV-0169,BKG-001913,4,Good overall.,2026-01-31 21:10:00
FDB-0955,LSV-0242,BKG-000507,5,Excellent space.,2026-01-21 19:34:00
FDB-0956,LSV-0055,BKG-000789,5,Very clean and quiet.,2026-01-22 21:38:00
FDB-0957,LSV-0450,BKG-000466,5,Great setup and amenities.,2026-01-21 23:27:00
FDB-0958,LSV-0378,BKG-002654,5,Great setup and amenities.,2026-02-06 01:06:00
FDB-0959,LSV-0435,BKG-004462,3,Could be better maintained.,2026-02-17 15:55:00
FDB-0960,LSV-0139,BKG-000321,3,It was okay.,2026-01-21 02:01:00
FDB-0961,LSV-0302,BKG-003578,4,Good overall.,2026-02-11 03:59:00
FDB-0962,LSV-0415,BKG-004277,5,Great setup and amenities.,2026-02-15 10:07:00
FDB-0963,LSV-0142,BKG-000054,4,Minor issues but fine.,2026-01-19 05:04:00
FDB-0964,LSV-0301,BKG-002125,5,Very clean and quiet.,2026-02-02 04:37:00
FDB-0965,LSV-0045,BKG-003523,5,Very clean and quiet.,2026-02-09 22:51:00
FDB-0966,LSV-0203,BKG-007302,4,Worked well for our session.,2026-01-24 05:23:00
FDB-0967,LSV-0362,BKG-002131,3,It was okay.,2026-01-31 23:08:00
FDB-0968,LSV-0119,BKG-002110,4,Good overall.,2026-02-02 04:47:00
FDB-0969,LSV-0228,BKG-003917,5,Very clean and quiet.,2026-02-12 20:52:00
FDB-0970,LSV-0049,BKG-007123,4,Minor issues but fine.,2026-01-25 21:02:00
FDB-0971,LSV-0206,BKG-004140,3,Average experience.,2026-02-14 06:57:00
FDB-0972,LSV-0406,BKG-000685,2,Too noisy nearby.,2026-01-23 13:32:00
FDB-0973,LSV-0084,BKG-004063,5,Excellent space.,2026-02-13 22:49:00
FDB-0974,LSV-0108,BKG-002744,4,Good overall.,2026-02-05 19:46:00
FDB-0975,LSV-0355,BKG-001771,3,It was okay.,2026-01-30 08:38:00
FDB-0976,LSV-0062,BKG-000875,2,Equipment issues.,2026-01-24 19:17:00
FDB-0977,LSV-0133,BKG-000091,5,Very clean and quiet.,2026-01-19 12:24:00
FDB-0978,LSV-0308,BKG-002497,4,Minor issues but fine.,2026-02-04 05:02:00
FDB-0979,LSV-0157,BKG-002503,3,It was okay.,2026-02-04 07:46:00
FDB-0980,LSV-0417,BKG-001752,5,Very clean and quiet.,2026-01-30 16:19:00
FDB-0981,LSV-0117,BKG-000741,1,Could not use the space effectively.,2026-01-23 14:37:00
FDB-0982,LSV-0059,BKG-002478,4,Minor issues but fine.,2026-02-04 12:27:00
FDB-0983,LSV-0050,BKG-007292,5,Very clean and quiet.,2026-02-09 09:49:00
FDB-0984,LSV-0186,BKG-003216,5,Excellent space.,2026-02-09 05:43:00
FDB-0985,LSV-0293,BKG-002311,5,Very clean and quiet.,2026-02-03 13:02:00
FDB-0986,LSV-0397,BKG-000827,5,Excellent space.,2026-01-24 16:20:00
FDB-0987,LSV-0313,BKG-002126,3,Average experience.,2026-02-01 12:59:00
FDB-0988,LSV-0352,BKG-001642,5,Great setup and amenities.,2026-01-29 07:07:00
FDB-0989,LSV-0238,BKG-001487,4,Worked well for our session.,2026-01-29 09:14:00
FDB-0990,LSV-0357,BKG-002541,4,Worked well for our session.,2026-02-04 11:08:00
FDB-0991,LSV-0292,BKG-007235,5,Very clean and quiet.,2026-02-15 23:51:00
FDB-0992,LSV-0399,BKG-001621,5,Very clean and quiet.,2026-01-29 17:18:00
FDB-0993,LSV-0023,BKG-007451,4,Good overall.,2026-02-17 01:42:00
FDB-0994,LSV-0439,BKG-000815,5,Very clean and quiet.,2026-01-24 11:41:00
FDB-0995,LSV-0281,BKG-004437,5,Excellent space.,2026-02-17 04:58:00
FDB-0996,LSV-0030,BKG-000750,4,Minor issues but fine.,2026-01-23 09:12:00
FDB-0997,LSV-0155,BKG-001837,4,Minor issues but fine.,2026-01-31 00:23:00
FDB-0998,LSV-0237,BKG-002833,5,Excellent space.,2026-02-06 03:22:00
FDB-0999,LSV-0133,BKG-002896,4,Good overall.,2026-02-06 05:51:00
FDB-1000,LSV-0279,BKG-004388,3,Average experience.,2026-02-15 22:26:00
FDB-1001,LSV-0033,BKG-003512,4,Minor issues but fine.,2026-02-10 06:49:00
FDB-1002,LSV-0065,BKG-001370,5,Great setup and amenities.,2026-01-27 01:06:00
FDB-1003,LSV-0392,BKG-007011,2,Not very comfortable.,2026-02-13 13:47:00
FDB-1004,LSV-0380,BKG-004306,1,Needs urgent maintenance.,2026-02-16 03:50:00
FDB-1005,LSV-0423,BKG-003945,2,Not very comfortable.,2026-02-13 04:40:00
FDB-1006,LSV-0111,BKG-004100,4,Worked well for our session.,2026-02-14 03:47:00
FDB-1007,LSV-0250,BKG-002584,5,Great setup and amenities.,2026-02-04 10:50:00
FDB-1008,LSV-0325,BKG-000164,3,It was okay.,2026-01-20 06:21:00
FDB-1009,LSV-0213,BKG-002633,5,Great setup and amenities.,2026-02-05 00:19:00
FDB-1010,LSV-0037,BKG-000785,1,Needs urgent maintenance.,2026-01-23 11:34:00
FDB-1011,LSV-0045,BKG-002619,5,Great setup and amenities.,2026-02-04 12:25:00
FDB-1012,LSV-0439,BKG-003313,3,Average experience.,2026-02-09 10:45:00
FDB-1013,LSV-0092,BKG-000561,5,Excellent space.,2026-01-22 05:03:00
FDB-1014,LSV-0094,BKG-007205,5,Great setup and amenities.,2026-01-18 15:35:00
FDB-1015,LSV-0290,BKG-003237,3,Average experience.,2026-02-07 16:38:00
FDB-1016,LSV-0139,BKG-000082,4,Worked well for our session.,2026-01-19 22:27:00
FDB-1017,LSV-0255,BKG-000480,5,Excellent space.,2026-01-21 23:54:00
FDB-1018,LSV-0180,BKG-001199,2,Not very comfortable.,2026-01-26 19:53:00
FDB-1019,LSV-0155,BKG-004570,5,Excellent space.,2026-02-16 23:55:00
FDB-1020,LSV-0048,BKG-003310,2,Not very comfortable.,2026-02-09 19:25:00
FDB-1021,LSV-0419,BKG-001794,5,Excellent space.,2026-01-30 07:26:00
FDB-1022,LSV-0342,BKG-003652,4,Minor issues but fine.,2026-02-10 21:39:00
FDB-1023,LSV-0113,BKG-007209,3,Average experience.,2026-02-01 15:39:00
FDB-1024,LSV-0051,BKG-000968,5,Excellent space.,2026-01-25 17:58:00
FDB-1025,LSV-0414,BKG-000249,5,Excellent space.,2026-01-20 18:27:00
FDB-1026,LSV-0196,BKG-000075,5,Excellent space.,2026-01-19 02:30:00
FDB-1027,LSV-0387,BKG-001945,4,Good overall.,2026-01-31 10:06:00
FDB-1028,LSV-0037,BKG-002560,5,Great setup and amenities.,2026-02-04 05:36:00
FDB-1029,LSV-0369,BKG-001216,5,Very clean and quiet.,2026-01-28 00:46:00
FDB-1030,LSV-0263,BKG-003299,2,Equipment issues.,2026-02-09 12:34:00
FDB-1031,LSV-0244,BKG-000373,4,Worked well for our session.,2026-01-21 17:03:00
FDB-1032,LSV-0263,BKG-001586,5,Great setup and amenities.,2026-01-28 15:59:00
FDB-1033,LSV-0360,BKG-004022,5,Excellent space.,2026-02-12 12:30:00
FDB-1034,LSV-0391,BKG-004262,4,Worked well for our session.,2026-02-14 17:46:00
FDB-1035,LSV-0301,BKG-003334,5,Excellent space.,2026-02-09 08:41:00
FDB-1036,LSV-0450,BKG-001098,5,Very clean and quiet.,2026-01-26 10:18:00
FDB-1037,LSV-0269,BKG-003475,5,Great setup and amenities.,2026-02-09 20:49:00
FDB-1038,LSV-0257,BKG-003333,4,Minor issues but fine.,2026-02-09 10:09:00
FDB-1039,LSV-0259,BKG-000855,2,Equipment issues.,2026-01-23 21:46:00
FDB-1040,LSV-0123,BKG-001686,3,It was okay.,2026-01-29 01:58:00
FDB-1041,LSV-0058,BKG-003822,4,Worked well for our session.,2026-02-12 15:40:00
FDB-1042,LSV-0021,BKG-001784,4,Minor issues but fine.,2026-01-31 09:27:00
FDB-1043,LSV-0163,BKG-000988,2,Too noisy nearby.,2026-01-24 21:41:00
FDB-1044,LSV-0423,BKG-002434,4,Worked well for our session.,2026-02-03 06:54:00
FDB-1045,LSV-0104,BKG-007428,4,Worked well for our session.,2026-01-18 22:01:00
FDB-1046,LSV-0209,BKG-002928,5,Great setup and amenities.,2026-02-06 05:11:00
FDB-1047,LSV-0283,BKG-003607,5,Great setup and amenities.,2026-02-11 07:38:00
FDB-1048,LSV-0364,BKG-000121,4,Worked well for our session.,2026-01-19 22:48:00
FDB-1049,LSV-0329,BKG-000501,5,Great setup and amenities.,2026-01-22 12:17:00
FDB-1050,LSV-0291,BKG-002692,3,Could be better maintained.,2026-02-05 06:42:00
FDB-1051,LSV-0418,BKG-004444,5,Great setup and amenities.,2026-02-18 00:20:00
FDB-1052,LSV-0282,BKG-003326,4,Minor issues but fine.,2026-02-09 04:50:00
FDB-1053,LSV-0253,BKG-002612,5,Excellent space.,2026-02-04 20:50:00
FDB-1054,LSV-0446,BKG-001939,4,Worked well for our session.,2026-01-31 11:20:00
FDB-1055,LSV-0408,BKG-002551,3,It was okay.,2026-02-04 20:16:00
FDB-1056,LSV-0274,BKG-001681,5,Excellent space.,2026-01-30 00:54:00
FDB-1057,LSV-0233,BKG-001089,2,Equipment issues.,2026-01-26 03:36:00
FDB-1058,LSV-0345,BKG-001393,4,Good overall.,2026-01-28 10:10:00
FDB-1059,LSV-0028,BKG-001440,4,Good overall.,2026-01-28 08:40:00
FDB-1060,LSV-0101,BKG-003380,3,It was okay.,2026-02-10 05:31:00
FDB-1061,LSV-0276,BKG-001042,4,Worked well for our session.,2026-01-25 14:31:00
FDB-1062,LSV-0214,BKG-000523,5,Excellent space.,2026-01-22 14:34:00
FDB-1063,LSV-0157,BKG-002709,4,Good overall.,2026-02-05 10:14:00
FDB-1064,LSV-0419,BKG-003374,5,Great setup and amenities.,2026-02-10 09:59:00
FDB-1065,LSV-0227,BKG-003420,5,Excellent space.,2026-02-11 03:51:00
FDB-1066,LSV-0203,BKG-003552,4,Worked well for our session.,2026-02-12 02:44:00
FDB-1067,LSV-0022,BKG-004295,5,Very clean and quiet.,2026-02-14 22:16:00
FDB-1068,LSV-0147,BKG-002936,4,Good overall.,2026-02-06 09:41:00
FDB-1069,LSV-0392,BKG-001706,3,It was okay.,2026-01-28 10:52:00
FDB-1070,LSV-0203,BKG-000221,3,Average experience.,2026-01-20 16:43:00
FDB-1071,LSV-0327,BKG-002334,5,Excellent space.,2026-02-03 12:09:00
FDB-1072,LSV-0278,BKG-004355,5,Great setup and amenities.,2026-02-16 19:58:00
FDB-1073,LSV-0347,BKG-000323,5,Very clean and quiet.,2026-01-21 08:55:00
FDB-1074,LSV-0051,BKG-000135,5,Great setup and amenities.,2026-01-20 17:56:00
FDB-1075,LSV-0413,BKG-001194,4,Minor issues but fine.,2026-01-25 16:26:00
FDB-1076,LSV-0333,BKG-001889,4,Good overall.,2026-01-30 22:02:00
FDB-1077,LSV-0442,BKG-003332,5,Very clean and quiet.,2026-02-09 06:11:00
FDB-1078,LSV-0408,BKG-002107,5,Very clean and quiet.,2026-02-01 13:36:00
FDB-1079,LSV-0361,BKG-003891,4,Good overall.,2026-02-13 01:49:00
FDB-1080,LSV-0126,BKG-001214,4,Good overall.,2026-01-27 04:21:00
FDB-1081,LSV-0120,BKG-003131,3,It was okay.,2026-02-07 00:01:00
FDB-1082,LSV-0195,BKG-004543,4,Minor issues but fine.,2026-02-16 21:48:00
FDB-1083,LSV-0214,BKG-002703,4,Worked well for our session.,2026-02-05 11:35:00
FDB-1084,LSV-0251,BKG-001673,4,Minor issues but fine.,2026-01-29 05:41:00
FDB-1085,LSV-0143,BKG-002495,5,Excellent space.,2026-02-04 17:52:00
FDB-1086,LSV-0270,BKG-001061,5,Great setup and amenities.,2026-01-25 12:50:00
FDB-1087,LSV-0337,BKG-000267,5,Excellent space.,2026-01-20 01:37:00
FDB-1088,LSV-0440,BKG-004496,5,Great setup and amenities.,2026-02-16 18:02:00
FDB-1089,LSV-0246,BKG-007056,5,Excellent space.,2026-02-15 01:16:00
FDB-1090,LSV-0215,BKG-001640,4,Good overall.,2026-01-30 00:29:00
FDB-1091,LSV-0070,BKG-003774,3,Could be better maintained.,2026-02-12 09:06:00
FDB-1092,LSV-0081,BKG-002456,4,Minor issues but fine.,2026-02-04 01:07:00
FDB-1093,LSV-0309,BKG-001587,1,Needs urgent maintenance.,2026-01-29 07:51:00
FDB-1094,LSV-0296,BKG-007298,2,Not very comfortable.,2026-02-09 12:49:00
FDB-1095,LSV-0425,BKG-003181,3,It was okay.,2026-02-07 22:50:00
FDB-1096,LSV-0396,BKG-001657,5,Very clean and quiet.,2026-01-29 09:31:00
FDB-1097,LSV-0082,BKG-001963,3,Average experience.,2026-02-01 04:20:00
FDB-1098,LSV-0150,BKG-001935,1,Needs urgent maintenance.,2026-01-31 11:39:00
FDB-1099,LSV-0406,BKG-002759,3,Could be better maintained.,2026-02-06 06:15:00
FDB-1100,LSV-0334,BKG-002095,2,Too noisy nearby.,2026-02-01 21:44:00
